"Table  P2 - Number of households whose prevention duty ended by type of accommodation securedEngland, April to June 2020",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
E07000085,East Hampshire,,17,,10,9,0,1,,7,1,4,2,,0,0,0,0,0
E07000242,East Hertfordshire,,5,,3,3,0,0,,2,0,2,0,,0,0,0,0,0
E07000137,East Lindsey,,56,,17,12,4,1,,29,0,22,7,,2,2,1,4,1
E07000152,East Northamptonshire,,16,,1,1,0,0,,14,6,5,3,,0,1,0,0,0
E06000011,East Riding of Yorkshire,,7,,3,3,0,0,,3,1,0,2,,1,0,0,0,0
E07000193,East Staffordshire,,1,,0,0,0,0,,1,1,0,0,,0,0,0,0,0
E07000244,East Suffolk,,59,,24,23,1,0,,31,16,7,8,,2,0,0,2,0
E07000061,Eastbourne,,23,,19,16,3,0,,3,0,2,1,,0,0,0,0,1
E07000086,Eastleigh,,12,,11,5,6,0,,1,0,0,1,,0,0,0,0,0
E07000030,Eden,,14,,5,5,0,0,,9,0,8,1,,0,0,0,0,0
E07000207,Elmbridge,,13,,6,4,2,0,,7,0,5,2,,0,0,0,0,0
E09000010,Enfield,,107,,86,84,2,0,,4,1,3,0,,12,2,0,3,0
E07000072,Epping Forest,,18,,15,10,5,0,,1,1,0,0,,1,0,0,1,0
E07000208,Epsom and Ewell,,14,,9,9,0,0,,3,0,1,2,,1,0,0,1,0
E07000036,Erewash,,21,,8,8,0,0,,12,0,11,1,,1,0,0,0,0
E07000041,Exeter,,52,,29,23,6,0,,16,3,6,7,,3,1,0,3,0
E07000087,Fareham,,15,,9,9,0,0,,6,2,4,0,,0,0,0,0,0
E07000010,Fenland,,17,,10,9,0,1,,7,0,4,3,,0,0,0,0,0
E07000112,Folkestone and Hythe,,13,,12,12,0,0,,1,1,0,0,,0,0,0,0,0
E07000080,Forest of Dean,,12,,3,3,0,0,,8,0,7,1,,1,0,0,0,0
E07000119,Fylde,,5,,3,3,0,0,,2,0,2,0,,0,0,0,0,0
E08000037,Gateshead,,98,,27,26,1,0,,60,48,3,9,,4,2,3,0,2
E07000173,Gedling,,13,,6,6,0,0,,6,0,6,0,,1,0,0,0,0
E07000081,Gloucester,,23,,15,14,0,1,,6,0,5,1,,0,0,2,0,0
E07000088,Gosport,,21,,13,10,2,1,,5,1,3,1,,1,0,0,1,1
E07000109,Gravesham,,54,,19,18,1,0,,8,2,1,5,,20,5,0,1,1
E07000145,Great Yarmouth,,46,,25,24,1,0,,13,10,0,3,,4,0,0,1,3
E09000011,Greenwich,,121,,40,30,6,4,,36,22,12,2,,14,3,0,5,23
E07000209,Guildford,,45,,30,29,1,0,,11,2,5,4,,3,1,0,0,0
E09000012,Hackney,,76,,38,31,5,2,,18,6,7,5,,10,4,0,5,1
E06000006,Halton,,42,,8,8,0,0,,29,0,27,2,,4,0,1,0,0
E07000164,Hambleton,,2,,0,0,0,0,,2,0,2,0,,0,0,0,0,0
E09000013,Hammersmith and Fulham,,59,,41,35,6,0,,11,1,5,5,,3,0,0,2,2
E07000131,Harborough,,13,,1,1,0,0,,8,0,8,0,,4,0,0,0,0
E09000014,Haringey,,177,,112,94,14,4,,25,1,3,21,,12,5,1,6,16
E07000073,Harlow,,2,,1,1,0,0,,0,0,0,0,,1,0,0,0,0
E07000165,Harrogate,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E09000015,Harrow,,28,,21,20,0,1,,0,0,0,0,,5,0,0,2,0
E07000089,Hart,,10,,9,8,0,1,,1,0,1,0,,0,0,0,0,0
E06000001,Hartlepool,,27,,10,10,0,0,,16,0,14,2,,0,0,0,1,0
E07000062,Hastings,,24,,11,10,1,0,,10,1,2,7,,0,2,1,0,0
E07000090,Havant,,24,,12,10,1,1,,5,2,1,2,,5,0,1,1,0
E09000016,Havering,,80,,48,43,5,0,,6,3,2,1,,23,3,0,0,0
E06000019,"Herefordshire, County of",,53,,10,9,1,0,,39,0,31,8,,3,1,0,0,0
E07000098,Hertsmere,,10,,4,4,0,0,,5,0,2,3,,1,0,0,0,0
E07000037,High Peak,,38,,19,15,4,0,,11,7,4,0,,7,1,0,0,0
E09000017,Hillingdon,,250,,150,126,22,2,,38,17,4,17,,46,12,1,2,1
E07000132,Hinckley and Bosworth,,7,,5,5,0,0,,0,0,0,0,,1,0,1,0,0
E07000227,Horsham,,27,,11,11,0,0,,13,0,9,4,,2,0,1,0,0
E09000018,Hounslow,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000011,Huntingdonshire,,83,,18,15,2,1,,62,1,50,11,,0,2,0,0,1
E07000120,Hyndburn,,10,,4,4,0,0,,6,0,6,0,,0,0,0,0,0
E07000202,Ipswich,,138,,55,33,22,0,,36,13,12,11,,31,14,1,1,0
E06000046,Isle of Wight,,30,,23,18,3,2,,6,0,1,5,,0,0,0,1,0
E06000053,Isles of Scilly,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0
E09000019,Islington,,194,,45,38,5,2,,61,18,3,40,,41,43,0,1,3
E09000020,Kensington and Chelsea,,24,,17,14,3,0,,6,1,3,2,,0,0,0,0,1
E07000153,Kettering,,26,,14,13,1,0,,9,4,5,0,,2,0,0,1,0
E07000146,King's Lynn and West Norfolk,,6,,3,2,1,0,,3,0,0,3,,0,0,0,0,0
E06000010,"Kingston upon Hull, City of",,82,,15,13,2,0,,60,22,6,32,,5,2,0,0,0
E09000021,Kingston upon Thames,,25,,14,9,3,2,,2,1,0,1,,6,0,0,2,1
E08000034,Kirklees,,156,,53,42,9,2,,74,39,3,32,,15,8,1,3,2
E08000011,Knowsley,,139,,38,35,3,0,,58,0,46,12,,28,10,3,0,2
E09000022,Lambeth,,345,,199,191,4,4,,96,82,2,12,,28,9,0,11,2
E07000121,Lancaster,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E08000035,Leeds,,1019,,226,211,10,5,,181,104,18,59,,381,197,9,19,6
E06000016,Leicester,,278,,111,98,12,1,,34,12,11,11,,94,29,3,7,0
E07000063,Lewes,,7,,7,7,0,0,,0,0,0,0,,0,0,0,0,0
E09000023,Lewisham,,157,,92,75,16,1,,27,9,4,14,,13,6,1,12,6
E07000194,Lichfield,,15,,3,2,1,0,,11,0,9,2,,1,0,0,0,0
E07000138,Lincoln,,26,,5,5,0,0,,21,17,1,3,,0,0,0,0,0
E08000012,Liverpool,,32,,12,11,1,0,,17,2,15,0,,0,2,0,1,0
E06000032,Luton,,63,,36,31,5,0,,22,9,2,11,,5,0,0,0,0
E07000110,Maidstone,,54,,22,21,0,1,,23,0,20,3,,4,0,1,2,2
E07000074,Maldon,,12,,10,8,1,1,,2,1,0,1,,0,0,0,0,0
E07000235,Malvern Hills,,14,,4,2,2,0,,7,0,6,1,,2,0,1,0,0
E08000003,Manchester,,138,,105,99,4,2,,17,0,7,10,,10,1,2,2,1
E07000174,Mansfield,,11,,3,3,0,0,,7,5,2,0,,1,0,0,0,0
E06000035,Medway,,109,,82,77,3,2,,14,1,3,10,,8,3,1,0,1
E07000133,Melton,,7,,0,0,0,0,,4,3,0,1,,3,0,0,0,0
E07000187,Mendip,,50,,16,14,1,1,,22,0,14,8,,4,1,0,2,5
E09000024,Merton,,92,,52,46,3,3,,13,0,11,2,,20,3,0,3,1
E07000042,Mid Devon,,10,,5,4,0,1,,5,2,2,1,,0,0,0,0,0
E07000203,Mid Suffolk,,11,,9,9,0,0,,2,2,0,0,,0,0,0,0,0
E07000228,Mid Sussex,,26,,12,11,1,0,,14,0,14,0,,0,0,0,0,0
E06000002,Middlesbrough,,36,,7,7,0,0,,26,0,7,19,,3,0,0,0,0
E06000042,Milton Keynes,,72,,40,35,4,1,,16,10,1,5,,8,1,0,1,6
E07000210,Mole Valley,,27,,21,20,1,0,,5,0,5,0,,0,0,0,1,0
E07000091,New Forest,,82,,58,50,2,6,,13,9,3,1,,6,2,0,2,1
E07000175,Newark and Sherwood,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E08000021,Newcastle on Tyne,,33,,7,7,0,0,,22,12,3,7,,4,0,0,0,0
E07000195,Newcastle under Lyme,,14,,3,3,0,0,,11,0,11,0,,0,0,0,0,0
E09000025,Newham,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000043,North Devon,,51,,30,24,4,2,,13,1,9,3,,5,0,0,2,1
E07000038,North East Derbyshire,,26,,7,7,0,0,,14,10,2,2,,2,1,0,0,2
E06000012,North East Lincolnshire,,39,,20,20,0,0,,17,0,10,7,,2,0,0,0,0
E07000099,North Hertfordshire,,39,,13,11,2,0,,20,0,18,2,,4,1,0,1,0
E07000139,North Kesteven,,17,,7,6,1,0,,7,7,0,0,,1,0,0,2,0
E06000013,North Lincolnshire,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000147,North Norfolk,,10,,4,4,0,0,,5,0,5,0,,0,0,0,1,0
E06000024,North Somerset,,91,,54,43,10,1,,32,0,28,4,,4,0,0,1,0
E08000022,North Tyneside,,24,,7,6,1,0,,13,9,2,2,,2,1,0,0,1
E07000218,North Warwickshire,,4,,2,2,0,0,,1,0,0,1,,0,1,0,0,0
E07000134,North West Leicestershire,,28,,5,5,0,0,,16,10,4,2,,3,1,1,2,0
E07000154,Northampton,,127,,52,43,7,2,,41,21,9,11,,23,2,1,8,0
E06000057,Northumberland,,38,,15,15,0,0,,21,14,5,2,,0,0,0,2,0
E07000148,Norwich,,56,,16,13,3,0,,38,30,4,4,,1,0,0,0,1
E06000018,Nottingham,,69,,39,32,5,2,,16,11,4,1,,13,1,0,0,0
E07000219,Nuneaton and Bedworth,,49,,21,16,5,0,,18,10,3,5,,5,2,3,0,0
E07000135,Oadby and Wigston,,6,,2,2,0,0,,3,3,0,0,,0,1,0,0,0
E08000004,Oldham,,71,,32,27,4,1,,18,4,5,9,,11,7,0,2,1
E07000178,Oxford,,31,,18,17,1,0,,7,5,1,1,,5,0,0,1,0
E07000122,Pendle,,20,,12,10,1,1,,7,1,6,0,,0,0,0,1,0
E06000031,Peterborough,,36,,20,18,1,1,,8,0,5,3,,2,3,0,1,2
E06000026,Plymouth,,53,,32,28,3,1,,14,1,9,4,,2,0,0,5,0
E06000044,Portsmouth,,40,,15,15,0,0,,4,3,0,1,,2,13,0,6,0
E07000123,Preston,,68,,20,18,2,0,,42,0,36,6,,4,1,1,0,0
E06000038,Reading,,21,,13,12,1,0,,7,3,3,1,,1,0,0,0,0
E09000026,Redbridge,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E06000003,Redcar and Cleveland,,6,,2,1,1,0,,4,0,3,1,,0,0,0,0,0
E07000236,Redditch,,22,,8,7,1,0,,11,7,3,1,,2,0,1,0,0
E07000211,Reigate and Banstead,,39,,27,25,1,1,,10,0,6,4,,2,0,0,0,0
E07000124,Ribble Valley,,3,,0,0,0,0,,3,0,3,0,,0,0,0,0,0
E09000027,Richmond upon Thames,,11,,6,6,0,0,,1,0,1,0,,4,0,0,0,0
E07000166,Richmondshire,,4,,4,4,0,0,,0,0,0,0,,0,0,0,0,0
E08000005,Rochdale,,36,,10,7,2,1,,24,0,21,3,,0,0,2,0,0
E07000075,Rochford,,17,,11,9,1,1,,6,0,6,0,,0,0,0,0,0
E07000125,Rossendale,,32,,10,9,0,1,,21,0,14,7,,0,0,0,1,0
E07000064,Rother,,18,,12,12,0,0,,3,0,2,1,,3,0,0,0,0
E08000018,Rotherham,,47,,17,16,1,0,,24,16,5,3,,3,1,1,1,0
E07000220,Rugby,,6,,3,3,0,0,,1,0,1,0,,2,0,0,0,0
E07000212,Runnymede,,8,,6,6,0,0,,1,1,0,0,,0,0,1,0,0
E07000176,Rushcliffe,,25,,4,4,0,0,,19,3,14,2,,1,0,0,1,0
E07000092,Rushmoor,,35,,16,10,6,0,,13,0,12,1,,6,0,0,0,0
E06000017,Rutland,,5,,4,4,0,0,,1,0,1,0,,0,0,0,0,0
E07000167,Ryedale,,11,,3,2,1,0,,5,0,3,2,,1,1,1,0,0
E08000006,Salford,,46,,10,10,0,0,,28,0,27,1,,4,0,2,0,2
E08000028,Sandwell,,103,,29,20,9,0,,52,23,5,24,,16,1,2,3,0
E07000168,Scarborough,,29,,15,13,2,0,,11,0,6,5,,1,1,0,1,0
E07000188,Sedgemoor,,34,,16,13,3,0,,14,4,5,5,,1,2,0,0,1
E08000014,Sefton,,21,,7,7,0,0,,12,0,10,2,,2,0,0,0,0
E07000169,Selby,,12,,7,5,2,0,,4,0,0,4,,0,0,1,0,0
E07000111,Sevenoaks,,24,,4,4,0,0,,17,0,9,8,,2,0,0,0,1
E08000019,Sheffield,,14,,8,8,0,0,,4,0,1,3,,1,0,0,1,0
E06000051,Shropshire,,107,,25,25,0,0,,70,4,66,0,,0,1,10,1,0
E06000039,Slough,,49,,27,23,3,1,,6,1,1,4,,6,1,0,9,0
E08000029,Solihull,,42,,11,11,0,0,,24,13,6,5,,7,0,0,0,0
E07000246,Somerset West and Taunton,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000012,South Cambridgeshire,,20,,6,3,2,1,,10,3,5,2,,4,0,0,0,0
E07000039,South Derbyshire,,9,,3,3,0,0,,6,1,2,3,,0,0,0,0,0
E06000025,South Gloucestershire,,112,,22,15,3,4,,80,0,68,12,,8,1,1,0,0
E07000044,South Hams,,60,,24,23,1,0,,34,2,31,1,,2,0,0,0,0
E07000140,South Holland,,16,,6,4,2,0,,8,7,0,1,,2,0,0,0,0
E07000141,South Kesteven,,16,,6,2,4,0,,8,6,1,1,,0,0,2,0,0
E07000031,South Lakeland,,8,,5,5,0,0,,2,0,0,2,,1,0,0,0,0
E07000149,South Norfolk,,5,,0,0,0,0,,5,0,4,1,,0,0,0,0,0
E07000155,South Northamptonshire,,11,,5,5,0,0,,5,0,5,0,,1,0,0,0,0
E07000179,South Oxfordshire,,51,,23,13,3,7,,16,0,15,1,,2,7,0,3,0
E07000126,South Ribble,,71,,29,28,1,0,,37,0,34,3,,1,3,1,0,0
E07000189,South Somerset,,10,,5,4,1,0,,4,0,3,1,,0,0,0,0,1
E07000196,South Staffordshire,,4,,1,1,0,0,,3,0,3,0,,0,0,0,0,0
E08000023,South Tyneside,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E06000045,Southampton,,44,,24,19,5,0,,18,11,5,2,,2,0,0,0,0
E06000033,Southend-on-Sea,,41,,33,29,4,0,,5,4,0,1,,1,0,0,2,0
E09000028,Southwark,,242,,87,56,30,1,,134,72,61,1,,2,0,0,3,16
E07000213,Spelthorne,,24,,16,15,1,0,,5,0,5,0,,2,0,1,0,0
E07000240,St Albans,,9,,8,6,1,1,,1,0,1,0,,0,0,0,0,0
E08000013,St. Helens,,39,,10,10,0,0,,27,0,18,9,,1,0,0,1,0
E07000197,Stafford,,6,,3,2,1,0,,3,0,2,1,,0,0,0,0,0
E07000198,Staffordshire Moorlands,,19,,6,5,1,0,,7,1,4,2,,5,0,1,0,0
E07000243,Stevenage,,15,,8,7,1,0,,3,1,2,0,,4,0,0,0,0
E08000007,Stockport,,84,,19,14,4,1,,20,19,1,0,,37,6,0,0,2
E06000004,Stockton-on-Tees,,153,,47,46,0,1,,57,0,48,9,,31,12,3,3,0
E06000021,Stoke-on-Trent,,56,,19,18,1,0,,29,17,6,6,,3,1,0,4,0
E07000221,Stratford-on-Avon,,37,,11,11,0,0,,22,0,21,1,,4,0,0,0,0
E07000082,Stroud,,11,,7,6,1,0,,4,1,1,2,,0,0,0,0,0
E08000024,Sunderland,,27,,14,14,0,0,,6,0,5,1,,5,0,0,1,1
E07000214,Surrey Heath,,6,,6,6,0,0,,0,0,0,0,,0,0,0,0,0
E09000029,Sutton,,51,,30,25,3,2,,9,5,1,3,,10,0,1,0,1
E07000113,Swale,,29,,17,17,0,0,,11,0,10,1,,0,0,1,0,0
E06000030,Swindon,,35,,20,18,2,0,,8,5,0,3,,3,1,1,2,0
E08000008,Tameside,,85,,26,24,1,1,,27,0,20,7,,21,4,3,2,2
E07000199,Tamworth,,23,,3,1,2,0,,9,0,2,7,,9,1,0,1,0
E07000215,Tandridge,,17,,14,12,1,1,,2,1,1,0,,0,0,0,1,0
E07000045,Teignbridge,,127,,53,49,1,3,,40,3,24,13,,12,2,20,0,0
E06000020,Telford and Wrekin,,33,,19,12,7,0,,13,0,10,3,,1,0,0,0,0
E07000076,Tendring,,21,,18,17,1,0,,1,1,0,0,,1,1,0,0,0
E07000093,Test Valley,,39,,18,13,3,2,,17,0,13,4,,2,0,0,1,1
E07000083,Tewkesbury,,19,,6,5,1,0,,10,0,10,0,,0,2,1,0,0
E07000114,Thanet,,106,,85,80,4,1,,16,4,5,7,,3,0,0,1,1
E07000102,Three Rivers,,10,,1,1,0,0,,5,0,5,0,,3,0,0,1,0
E06000034,Thurrock,,44,,24,22,2,0,,4,4,0,0,,11,1,1,3,0
E07000115,Tonbridge and Malling,,12,,8,5,2,1,,2,0,2,0,,2,0,0,0,0
E06000027,Torbay,,25,,22,21,0,1,,1,0,1,0,,2,0,0,0,0
E07000046,Torridge,,16,,9,9,0,0,,4,0,4,0,,2,0,1,0,0
E09000030,Tower Hamlets,,62,,26,21,5,0,,24,1,22,1,,9,0,0,0,3
E08000009,Trafford,,36,,18,17,1,0,,10,0,10,0,,6,1,0,1,0
E07000116,Tunbridge Wells,,19,,11,11,0,0,,8,3,0,5,,0,0,0,0,0
E07000077,Uttlesford,,5,,1,1,0,0,,4,1,2,1,,0,0,0,0,0
E07000180,Vale of White Horse,,28,,15,9,4,2,,6,0,6,0,,3,3,0,1,0
E08000036,Wakefield,,52,,28,8,19,1,,17,0,13,4,,3,3,0,0,1
E08000030,Walsall,,49,,13,13,0,0,,29,3,21,5,,5,1,0,1,0
E09000031,Waltham Forest,,103,,72,64,7,1,,6,1,3,2,,21,1,0,2,1
E09000032,Wandsworth,,30,,11,11,0,0,,0,0,0,0,,9,4,0,3,3
E06000007,Warrington,,76,,16,13,3,0,,50,0,42,8,,7,0,1,2,0
E07000222,Warwick,,18,,10,8,0,2,,4,3,0,1,,2,1,0,0,1
E07000103,Watford,,5,,3,3,0,0,,2,0,1,1,,0,0,0,0,0
E07000216,Waverley,,14,,8,7,0,1,,6,2,2,2,,0,0,0,0,0
E07000065,Wealden,,17,,11,10,1,0,,5,1,3,1,,1,0,0,0,0
E07000156,Wellingborough,,4,,3,2,1,0,,0,0,0,0,,0,0,0,1,0
E07000241,Welwyn Hatfield,,25,,6,4,2,0,,10,6,0,4,,8,1,0,0,0
