"Table  P2 - Number of households whose prevention duty ended by type of accommodation securedEngland, October to December 2022",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
,,,,,Private rented sector,,,,,Social rented sector,,,,,Staying with family,Staying with friends,Owner-occupier,Other,Not known6
,,,,,,,,,,,,,,,,,,,Number of households
,,,Total number of households whose prevention duty ended with accommodation secured1,,Private rented sector,,,,,Social rented sector,,,,,Staying with family,Staying with friends,Owner-occupier,Other,Not known2
,,,,,Total PRS,Of which:,,,,Total SRS,Of which:,,,,,,,,
,,,,,,Self-contained,House in multiple occupation (HMO),Lodging (not with family or friends),,,Council tenancy,Registered Provider tenancy,Supported housing or hostel,,,,,,
E92000001,ENGLAND,,17330,,6900,6110,620,180,,7360,1870,3570,1920,,1420,560,110,270,710
E12000007,London,,2900,,1590,1400,160,20,,680,270,160,250,,240,110,20,40,220
-,Rest of England,,14430,,5320,4710,450,150,,6680,1600,3400,1670,,1180,450,90,230,490
,,,,,,,,,,,,,,,,,,,
E12000001,North East,,1060,,220,210,0,10,,690,290,290,110,,40,10,10,10,70
E12000002,North West,,2280,,750,710,30,10,,1230,140,860,220,,190,50,20,30,20
E12000003,Yorkshire and The Humber,,2020,,580,520,60,10,,870,240,310,320,,350,150,10,30,30
E12000004,East Midlands,,1440,,530,480,40,10,,690,260,280,160,,90,50,10,30,60
E12000005,West Midlands,,1370,,310,260,50,0,,670,150,350,170,,70,20,10,20,280
E12000006,East of England,,1850,,790,680,90,20,,830,210,420,200,,130,50,10,20,10
E12000007,London,,2900,,1590,1400,160,20,,680,270,160,250,,240,110,20,40,220
E12000008,South East,,2750,,1390,1190,120,80,,960,200,490,270,,210,90,20,60,30
E12000009,South West,,1670,,740,660,50,20,,740,120,400,220,,100,20,20,40,10
,,,,,,,,,,,,,,,,,,,
E07000223,Adur,,5,,2,2,0,0,,2,0,1,1,,0,0,0,0,1
E07000026,Allerdale,,33,,6,6,0,0,,16,0,12,4,,5,3,2,1,0
E07000032,Amber Valley,,65,,14,13,0,1,,46,1,34,11,,3,1,0,1,0
E07000224,Arun,,54,,35,30,4,1,,14,4,4,6,,2,0,0,1,2
E07000170,Ashfield,,14,,3,3,0,0,,10,6,0,4,,0,0,1,0,0
E07000105,Ashford,,23,,16,12,3,1,,2,0,0,2,,5,0,0,0,0
E07000200,Babergh,,38,,12,11,1,0,,25,16,9,0,,0,0,0,0,1
E09000002,Barking & Dagenham,,68,,49,46,3,0,,12,4,4,4,,3,3,0,1,0
E09000003,Barnet,,120,,67,63,4,0,,41,16,24,1,,4,0,6,2,0
E08000016,Barnsley,,35,,14,10,4,0,,18,5,3,10,,2,1,0,0,0
E07000027,Barrow-in-Furness,,22,,14,13,1,0,,6,4,1,1,,2,0,0,0,0
E07000066,Basildon,,17,,11,9,2,0,,3,2,0,1,,3,0,0,0,0
E07000084,Basingstoke & Deane,,59,,27,23,3,1,,23,1,13,9,,3,2,1,3,0
E07000171,Bassetlaw,,24,,9,5,4,0,,13,4,1,8,,2,0,0,0,0
E06000022,Bath & North East Somerset,,48,,24,16,1,7,,15,8,5,2,,5,3,0,1,0
E06000055,Bedford,,50,,24,23,0,1,,23,4,11,8,,2,1,0,0,0
E09000004,Bexley,,49,,40,31,8,1,,4,1,1,2,,4,0,0,0,1
E08000025,Birmingham,,260,,17,14,3,0,,5,0,0,5,,3,2,0,0,233
E07000129,Blaby,,23,,6,4,2,0,,14,0,14,0,,1,1,1,0,0
E06000008,Blackburn with Darwen,,113,,17,15,1,1,,76,4,35,37,,12,4,0,3,1
E06000009,Blackpool,,85,,53,51,1,1,,29,17,7,5,,1,0,0,2,0
E07000033,Bolsover,,52,,7,7,0,0,,40,26,14,0,,2,2,1,0,0
E08000001,Bolton,,95,,35,34,1,0,,48,0,41,7,,11,0,0,0,1
E07000136,Boston,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E06000058,"Bournemouth, Christchurch and Poole",,133,,100,85,10,5,,29,18,6,5,,2,1,0,0,1
E06000036,Bracknell Forest,,55,,21,17,1,3,,18,0,16,2,,11,4,0,1,0
E08000032,Bradford,,251,,60,58,2,0,,156,2,77,77,,25,7,1,2,0
E07000067,Braintree,,62,,22,17,1,4,,34,0,24,10,,2,3,1,0,0
E07000143,Breckland,,30,,14,12,2,0,,14,0,9,5,,0,1,0,0,1
E09000005,Brent,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000068,Brentwood,,11,,2,2,0,0,,9,8,0,1,,0,0,0,0,0
E06000043,Brighton & Hove,,107,,80,79,1,0,,17,9,1,7,,5,3,0,1,1
E06000023,Bristol,,67,,36,33,3,0,,25,1,4,20,,4,0,1,1,0
E07000144,Broadland,,19,,4,4,0,0,,15,1,14,0,,0,0,0,0,0
E09000006,Bromley,,45,,23,22,1,0,,13,2,9,2,,4,4,0,0,1
E07000234,Bromsgrove,,20,,5,4,0,1,,15,8,7,0,,0,0,0,0,0
E07000095,Broxbourne,,21,,7,6,1,0,,11,0,6,5,,2,0,0,0,1
E07000172,Broxtowe,,41,,8,7,1,0,,22,11,5,6,,6,3,0,2,0
E06000060,Buckinghamshire,,186,,94,63,14,17,,66,1,50,15,,15,3,2,4,2
E07000117,Burnley,,49,,9,9,0,0,,38,0,37,1,,2,0,0,0,0
E08000002,Bury,,1,,0,0,0,0,,1,0,0,1,,0,0,0,0,0
E08000033,Calderdale,,72,,32,26,5,1,,26,4,14,8,,10,1,2,1,0
E07000008,Cambridge,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E09000007,Camden,,33,,14,14,0,0,,11,5,2,4,,6,0,1,1,0
E07000192,Cannock Chase,,11,,0,0,0,0,,10,7,3,0,,1,0,0,0,0
E07000106,Canterbury,,35,,15,11,3,1,,6,3,0,3,,9,3,0,2,0
E07000028,Carlisle,,20,,4,4,0,0,,15,0,8,7,,1,0,0,0,0
E07000069,Castle Point,,28,,22,18,2,2,,3,2,0,1,,2,1,0,0,0
E06000056,Central Bedfordshire,,73,,28,28,0,0,,28,12,15,1,,9,5,1,1,1
E07000130,Charnwood,,2,,0,0,0,0,,2,0,0,2,,0,0,0,0,0
E07000070,Chelmsford,,47,,13,12,1,0,,23,1,12,10,,10,0,1,0,0
E07000078,Cheltenham,,33,,9,8,1,0,,15,8,5,2,,4,1,3,1,0
E07000177,Cherwell,,36,,15,11,2,2,,14,0,10,4,,4,3,0,0,0
E06000049,Cheshire East,,169,,21,20,0,1,,138,0,123,15,,4,3,1,1,1
E06000050,Cheshire West & Chester,,67,,16,16,0,0,,45,6,33,6,,5,0,0,0,1
E07000034,Chesterfield,,52,,9,9,0,0,,43,33,3,7,,0,0,0,0,0
E07000225,Chichester,,23,,5,5,0,0,,15,0,14,1,,2,0,0,1,0
E07000118,Chorley,,27,,10,10,0,0,,11,1,10,0,,2,1,1,2,0
E09000001,City of London,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0
E07000071,Colchester,,63,,47,37,10,0,,11,3,2,6,,2,2,0,1,0
E07000029,Copeland,,36,,3,3,0,0,,29,0,17,12,,4,0,0,0,0
E06000052,Cornwall,,181,,94,83,10,1,,50,10,13,27,,28,3,3,2,1
E07000079,Cotswold,,28,,3,3,0,0,,25,0,19,6,,0,0,0,0,0
E08000026,Coventry,,118,,55,40,14,1,,41,1,19,21,,15,3,1,3,0
E07000163,Craven,,7,,4,4,0,0,,2,0,0,2,,0,0,0,0,1
E07000226,Crawley,,63,,25,19,3,3,,35,23,5,7,,2,0,0,1,0
E09000008,Croydon,,60,,41,40,0,1,,9,1,1,7,,8,2,0,0,0
E07000096,Dacorum,,55,,20,17,2,1,,29,13,7,9,,5,0,0,1,0
E06000005,Darlington,,57,,16,16,0,0,,35,24,6,5,,2,0,0,1,3
E07000107,Dartford,,18,,6,3,3,0,,8,6,2,0,,2,0,1,0,1
E06000015,Derby,,172,,47,38,8,1,,68,18,15,35,,10,14,0,4,29
E07000035,Derbyshire Dales,,18,,2,2,0,0,,15,0,14,1,,0,1,0,0,0
E08000017,Doncaster,,131,,56,53,3,0,,51,41,3,7,,13,0,2,5,4
E06000059,Dorset,,78,,41,40,1,0,,28,2,19,7,,5,1,0,3,0
E07000108,Dover,,37,,24,22,2,0,,9,5,3,1,,3,1,0,0,0
E08000027,Dudley,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E06000047,Durham,,74,,25,24,1,0,,44,4,22,18,,4,1,0,0,0
E09000009,Ealing,,260,,188,160,28,0,,25,12,5,8,,24,17,0,5,1
E07000009,East Cambridgeshire,,42,,16,12,1,3,,23,0,16,7,,1,2,0,0,0
E07000040,East Devon,,47,,22,22,0,0,,23,7,11,5,,1,1,0,0,0
E07000085,East Hampshire,,37,,10,10,0,0,,23,0,22,1,,4,0,0,0,0
E07000242,East Hertfordshire,,24,,3,3,0,0,,20,1,19,0,,0,0,1,0,0
E07000137,East Lindsey,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E06000011,East Riding of Yorkshire,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000193,East Staffordshire,,17,,4,4,0,0,,13,0,13,0,,0,0,0,0,0
E07000244,East Suffolk,,77,,41,37,1,3,,33,10,9,14,,0,3,0,0,0
E07000061,Eastbourne,,7,,6,6,0,0,,0,0,0,0,,0,0,0,1,0
E07000086,Eastleigh,,24,,16,11,2,3,,5,0,2,3,,1,2,0,0,0
E07000030,Eden,,25,,8,7,1,0,,10,0,8,2,,3,2,1,0,1
E07000207,Elmbridge,,24,,12,11,0,1,,4,0,2,2,,3,0,0,0,5
E09000010,Enfield,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000072,Epping Forest,,24,,15,13,2,0,,7,4,0,3,,1,0,0,0,1
E07000208,Epsom & Ewell,,10,,7,7,0,0,,2,0,2,0,,1,0,0,0,0
E07000036,Erewash,,39,,16,16,0,0,,20,0,13,7,,2,0,0,1,0
E07000041,Exeter,,75,,22,16,6,0,,48,19,9,20,,3,0,0,2,0
E07000087,Fareham,,6,,3,3,0,0,,2,1,0,1,,0,0,0,1,0
E07000010,Fenland,,33,,14,13,1,0,,14,1,6,7,,2,2,0,1,0
E07000112,Folkestone & Hythe,,71,,36,24,10,2,,17,12,0,5,,7,2,0,3,6
E07000080,Forest of Dean,,30,,8,7,0,1,,17,0,14,3,,3,0,0,2,0
E07000119,Fylde,,25,,6,6,0,0,,18,0,18,0,,0,0,1,0,0
E08000037,Gateshead,,143,,26,25,0,1,,110,66,30,14,,3,1,1,0,2
E07000173,Gedling,,31,,15,15,0,0,,15,0,7,8,,1,0,0,0,0
E07000081,Gloucester,,55,,29,25,4,0,,22,2,15,5,,0,0,3,1,0
E07000088,Gosport,,32,,19,18,0,1,,9,4,3,2,,1,0,0,3,0
E07000109,Gravesham,,33,,19,18,1,0,,6,1,0,5,,6,1,0,1,0
E07000145,Great Yarmouth,,59,,15,9,5,1,,35,32,1,2,,6,1,0,1,1
E09000011,Greenwich,,152,,56,48,4,4,,50,21,7,22,,20,5,0,6,15
E07000209,Guildford,,65,,32,29,3,0,,32,14,6,12,,0,1,0,0,0
E09000012,Hackney,,46,,20,17,3,0,,17,5,6,6,,3,2,0,4,0
E06000006,Halton,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000164,Hambleton,,8,,3,3,0,0,,3,0,3,0,,1,0,0,1,0
E09000013,Hammersmith & Fulham,,41,,34,30,4,0,,5,0,1,4,,1,0,0,1,0
E07000131,Harborough,,8,,4,4,0,0,,4,0,4,0,,0,0,0,0,0
E09000014,Haringey,,181,,132,103,26,3,,34,6,5,23,,10,4,0,0,1
E07000073,Harlow,,17,,9,8,1,0,,6,4,1,1,,2,0,0,0,0
E07000165,Harrogate,,36,,15,15,0,0,,14,4,5,5,,2,2,1,1,1
E09000015,Harrow,,47,,33,29,3,1,,7,1,4,2,,4,0,0,1,2
E07000089,Hart,,16,,14,11,1,2,,1,0,1,0,,0,1,0,0,0
E06000001,Hartlepool,,56,,12,10,0,2,,43,2,36,5,,0,0,0,1,0
E07000062,Hastings,,26,,11,10,1,0,,12,0,9,3,,2,0,0,0,1
E07000090,Havant,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E09000016,Havering,,40,,30,28,2,0,,3,2,1,0,,5,1,0,1,0
E06000019,Herefordshire,,43,,15,15,0,0,,21,0,17,4,,2,2,3,0,0
E07000098,Hertsmere,,42,,19,15,3,1,,8,1,5,2,,12,3,0,0,0
E07000037,High Peak,,42,,16,16,0,0,,21,12,7,2,,2,2,0,1,0
E09000017,Hillingdon,,94,,52,47,5,0,,23,14,0,9,,10,3,3,2,1
E07000132,Hinckley & Bosworth,,21,,16,16,0,0,,1,0,1,0,,1,2,0,1,0
E07000227,Horsham,,29,,10,10,0,0,,16,0,16,0,,2,0,0,1,0
E09000018,Hounslow,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000011,Huntingdonshire,,101,,20,16,4,0,,77,1,67,9,,2,2,0,0,0
E07000120,Hyndburn,,20,,9,9,0,0,,11,2,9,0,,0,0,0,0,0
E07000202,Ipswich,,124,,49,34,14,1,,48,9,18,21,,16,8,2,0,1
E06000046,Isle of Wight,,46,,34,31,2,1,,5,0,1,4,,4,2,0,1,0
E06000053,Isles of Scilly,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0
E09000019,Islington,,116,,21,17,3,1,,52,14,4,34,,27,15,0,1,0
E09000020,Kensington & Chelsea,,96,,21,20,1,0,,70,26,12,32,,2,0,0,2,1
E07000146,King's Lynn & West Norfolk,,17,,11,9,1,1,,4,0,3,1,,2,0,0,0,0
E06000010,Kingston upon Hull,,144,,28,27,1,0,,103,52,9,42,,10,0,1,1,1
E09000021,Kingston upon Thames,,11,,8,7,1,0,,0,0,0,0,,0,2,0,0,1
E08000034,Kirklees,,120,,34,32,2,0,,66,30,13,23,,11,7,0,1,1
E08000011,Knowsley,,101,,28,22,6,0,,31,2,21,8,,31,6,1,4,0
E09000022,Lambeth,,285,,176,171,5,0,,88,74,7,7,,17,1,1,2,0
E07000121,Lancaster,,44,,21,21,0,0,,21,6,2,13,,1,0,0,1,0
E08000035,Leeds,,670,,154,140,11,3,,133,59,8,66,,247,123,3,6,4
E06000016,Leicester,,169,,103,100,3,0,,33,21,3,9,,21,9,0,3,0
E07000063,Lewes,,13,,12,11,0,1,,0,0,0,0,,1,0,0,0,0
E09000023,Lewisham,,148,,72,60,11,1,,55,19,7,29,,14,2,0,2,3
E07000194,Lichfield,,38,,3,3,0,0,,35,0,35,0,,0,0,0,0,0
E07000138,Lincoln,,11,,6,5,0,1,,4,3,0,1,,1,0,0,0,0
E08000012,Liverpool,,21,,11,11,0,0,,10,4,6,0,,0,0,0,0,0
E06000032,Luton,,69,,48,44,3,1,,10,3,3,4,,8,1,0,1,1
E07000110,Maidstone,,84,,13,11,2,0,,61,0,58,3,,7,1,0,2,0
E07000074,Maldon,,21,,11,10,1,0,,7,0,7,0,,3,0,0,0,0
E07000235,Malvern Hills,,8,,2,2,0,0,,4,0,4,0,,0,1,0,1,0
E08000003,Manchester,,150,,116,109,7,0,,23,5,8,10,,5,4,0,2,0
E07000174,Mansfield,,26,,9,9,0,0,,16,13,2,1,,1,0,0,0,0
E06000035,Medway Towns,,141,,75,66,8,1,,49,7,27,15,,8,2,4,2,1
E07000133,Melton,,18,,2,2,0,0,,0,0,0,0,,0,0,0,0,16
E07000187,Mendip,,58,,18,17,0,1,,32,1,16,15,,6,1,0,0,1
E09000024,Merton,,70,,33,27,3,3,,20,1,11,8,,10,6,0,1,0
E07000042,Mid Devon,,41,,21,20,1,0,,18,11,6,1,,1,0,0,1,0
E07000203,Mid Suffolk,,35,,7,7,0,0,,25,15,10,0,,1,0,0,2,0
E07000228,Mid Sussex,,30,,11,10,1,0,,13,0,10,3,,5,1,0,0,0
E06000002,Middlesbrough,,22,,2,2,0,0,,3,0,2,1,,1,0,0,1,15
E06000042,Milton Keynes,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000210,Mole Valley,,36,,18,18,0,0,,14,4,3,7,,2,0,0,2,0
E07000091,New Forest,,66,,47,41,4,2,,6,5,1,0,,9,2,0,2,0
E07000175,Newark & Sherwood,,29,,8,8,0,0,,12,7,4,1,,0,1,0,4,4
E08000021,Newcastle on Tyne,,212,,27,27,0,0,,172,101,26,45,,3,0,1,6,3
E07000195,Newcastle under Lyme,,37,,3,3,0,0,,34,3,30,1,,0,0,0,0,0
E09000025,Newham,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000043,North Devon,,67,,45,42,3,0,,19,0,16,3,,1,0,1,0,1
E07000038,North East Derbyshire,,39,,8,8,0,0,,26,19,5,2,,1,1,1,2,0
E06000012,North East Lincolnshire,,65,,25,25,0,0,,38,11,10,17,,1,0,0,1,0
E07000099,North Hertfordshire,,38,,2,2,0,0,,36,0,35,1,,0,0,0,0,0
E07000139,North Kesteven,,22,,7,7,0,0,,12,7,2,3,,1,1,1,0,0
E06000013,North Lincolnshire,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000147,North Norfolk,,18,,9,8,0,1,,7,0,7,0,,1,1,0,0,0
E06000061,North Northamptonshire,,68,,38,33,4,1,,26,7,15,4,,3,1,0,0,0
E06000024,North Somerset,,89,,33,30,2,1,,46,1,31,14,,7,1,1,0,1
E08000022,North Tyneside,,35,,6,5,0,1,,21,17,1,3,,3,1,1,1,2
E07000218,North Warwickshire,,7,,1,1,0,0,,6,3,2,1,,0,0,0,0,0
E07000134,North West Leicestershire,,29,,5,5,0,0,,22,10,10,2,,1,0,0,1,0
E06000057,Northumberland,,56,,11,11,0,0,,41,31,9,1,,1,1,1,1,0
E07000148,Norwich,,75,,26,17,6,3,,44,30,10,4,,3,2,0,0,0
E06000018,Nottingham,,84,,50,40,10,0,,31,15,8,8,,0,0,0,2,1
E07000219,Nuneaton & Bedworth,,34,,10,10,0,0,,21,10,10,1,,3,0,0,0,0
