"Table  P2 - Number of households whose prevention duty ended by type of accommodation securedEngland, July to September 2020",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
E07000085,East Hampshire,,38,,18,15,1,2,,11,0,7,4,,6,2,0,0,1
E07000242,East Hertfordshire,,15,,3,3,0,0,,11,0,10,1,,0,0,0,1,0
E07000137,East Lindsey,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000152,East Northamptonshire,,21,,1,1,0,0,,20,1,13,6,,0,0,0,0,0
E06000011,East Riding of Yorkshire,,11,,7,6,1,0,,3,2,1,0,,0,0,0,1,0
E07000193,East Staffordshire,,11,,2,2,0,0,,8,3,4,1,,0,1,0,0,0
E07000244,East Suffolk,,86,,30,25,2,3,,54,21,23,10,,1,0,0,0,1
E07000061,Eastbourne,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000086,Eastleigh,,13,,8,5,2,1,,4,0,4,0,,0,0,0,1,0
E07000030,Eden,,15,,4,4,0,0,,9,0,9,0,,0,0,0,0,2
E07000207,Elmbridge,,28,,10,10,0,0,,10,0,9,1,,1,1,0,1,5
E09000010,Enfield,,106,,79,64,11,4,,5,1,4,0,,17,1,0,4,0
E07000072,Epping Forest,,7,,7,5,2,0,,0,0,0,0,,0,0,0,0,0
E07000208,Epsom and Ewell,,13,,10,9,1,0,,2,0,0,2,,1,0,0,0,0
E07000036,Erewash,,21,,2,2,0,0,,18,0,16,2,,0,0,0,1,0
E07000041,Exeter,,74,,27,17,9,1,,32,9,8,15,,11,2,0,1,1
E07000087,Fareham,,18,,10,9,1,0,,7,4,2,1,,0,0,0,0,1
E07000010,Fenland,,24,,12,11,0,1,,11,0,7,4,,1,0,0,0,0
E07000112,Folkestone and Hythe,,11,,4,4,0,0,,6,6,0,0,,0,0,0,1,0
E07000080,Forest of Dean,,21,,4,4,0,0,,16,0,15,1,,0,0,0,1,0
E07000119,Fylde,,13,,3,3,0,0,,10,0,9,1,,0,0,0,0,0
E08000037,Gateshead,,271,,67,65,1,1,,181,131,27,23,,14,5,3,0,1
E07000173,Gedling,,25,,18,14,4,0,,4,0,2,2,,1,0,0,0,2
E07000081,Gloucester,,29,,14,12,2,0,,13,0,10,3,,0,0,1,0,1
E07000088,Gosport,,31,,16,13,1,2,,6,4,1,1,,5,1,1,1,1
E07000109,Gravesham,,45,,20,19,0,1,,9,5,0,4,,10,2,0,1,3
E07000145,Great Yarmouth,,68,,25,21,4,0,,35,25,7,3,,5,0,0,1,2
E09000011,Greenwich,,108,,35,28,5,2,,27,20,1,6,,6,3,0,6,31
E07000209,Guildford,,32,,16,14,2,0,,13,3,4,6,,3,0,0,0,0
E09000012,Hackney,,55,,25,24,1,0,,10,2,7,1,,12,5,0,3,0
E06000006,Halton,,42,,12,11,1,0,,24,0,23,1,,5,1,0,0,0
E07000164,Hambleton,,3,,1,1,0,0,,0,0,0,0,,1,0,0,1,0
E09000013,Hammersmith and Fulham,,47,,37,27,10,0,,3,1,2,0,,6,0,0,0,1
E07000131,Harborough,,11,,2,2,0,0,,8,0,8,0,,1,0,0,0,0
E09000014,Haringey,,242,,174,141,28,5,,34,8,9,17,,15,3,0,11,5
E07000073,Harlow,,3,,1,0,1,0,,1,1,0,0,,1,0,0,0,0
E07000165,Harrogate,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E09000015,Harrow,,29,,24,20,3,1,,1,0,0,1,,2,2,0,0,0
E07000089,Hart,,13,,8,5,1,2,,1,0,1,0,,3,0,0,1,0
E06000001,Hartlepool,,38,,4,4,0,0,,32,2,29,1,,1,0,0,0,1
E07000062,Hastings,,26,,12,11,0,1,,9,0,7,2,,4,0,1,0,0
E07000090,Havant,,44,,18,16,2,0,,13,3,2,8,,9,3,0,1,0
E09000016,Havering,,95,,76,68,7,1,,2,0,2,0,,15,1,0,1,0
E06000019,"Herefordshire, County of",,60,,15,12,3,0,,35,1,31,3,,10,0,0,0,0
E07000098,Hertsmere,,8,,5,3,2,0,,2,0,0,2,,1,0,0,0,0
E07000037,High Peak,,38,,16,13,2,1,,9,6,3,0,,8,3,1,1,0
E09000017,Hillingdon,,201,,100,80,19,1,,60,41,2,17,,27,7,5,2,0
E07000132,Hinckley and Bosworth,,11,,6,6,0,0,,3,0,2,1,,0,0,0,1,1
E07000227,Horsham,,42,,19,19,0,0,,19,0,18,1,,4,0,0,0,0
E09000018,Hounslow,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000011,Huntingdonshire,,73,,18,17,1,0,,42,3,30,9,,7,3,2,0,1
E07000120,Hyndburn,,11,,3,3,0,0,,7,0,7,0,,1,0,0,0,0
E07000202,Ipswich,,185,,82,59,22,1,,52,13,15,24,,31,15,2,3,0
E06000046,Isle of Wight,,57,,44,38,3,3,,7,0,0,7,,6,0,0,0,0
E06000053,Isles of Scilly,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0
E09000019,Islington,,136,,33,26,4,3,,62,25,2,35,,22,14,1,3,1
E09000020,Kensington and Chelsea,,32,,21,15,4,2,,9,3,3,3,,0,0,0,0,2
E07000153,Kettering,,38,,16,15,1,0,,18,12,6,0,,2,0,1,1,0
E07000146,King's Lynn and West Norfolk,,12,,3,3,0,0,,6,0,4,2,,2,0,0,0,1
E06000010,"Kingston upon Hull, City of",,98,,17,15,2,0,,74,53,2,19,,2,0,0,2,3
E09000021,Kingston upon Thames,,27,,16,15,1,0,,1,0,1,0,,4,1,0,1,4
E08000034,Kirklees,,171,,39,35,3,1,,105,51,4,50,,10,15,0,2,0
E08000011,Knowsley,,119,,19,17,2,0,,65,0,53,12,,24,6,1,1,3
E09000022,Lambeth,,246,,111,102,9,0,,103,90,3,10,,19,1,3,9,0
E07000121,Lancaster,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E08000035,Leeds,,1081,,209,193,13,3,,217,110,16,91,,405,222,7,12,9
E06000016,Leicester,,163,,62,51,10,1,,43,30,6,7,,44,10,0,4,0
E07000063,Lewes,,4,,4,3,0,1,,0,0,0,0,,0,0,0,0,0
E09000023,Lewisham,,276,,143,123,17,3,,41,13,9,19,,26,6,0,6,54
E07000194,Lichfield,,21,,4,2,2,0,,13,0,13,0,,1,0,1,2,0
E07000138,Lincoln,,31,,7,3,4,0,,21,17,1,3,,2,0,1,0,0
E08000012,Liverpool,,68,,16,13,1,2,,52,2,49,1,,0,0,0,0,0
E06000032,Luton,,76,,39,38,1,0,,30,18,3,9,,6,1,0,0,0
E07000110,Maidstone,,104,,30,27,3,0,,64,2,57,5,,7,0,0,1,2
E07000074,Maldon,,12,,4,4,0,0,,3,1,1,1,,2,1,0,2,0
E07000235,Malvern Hills,,9,,2,2,0,0,,6,0,6,0,,0,1,0,0,0
E08000003,Manchester,,178,,133,120,12,1,,24,2,7,15,,12,2,1,3,3
E07000174,Mansfield,,12,,7,3,4,0,,5,3,2,0,,0,0,0,0,0
E06000035,Medway,,116,,77,70,6,1,,26,4,7,15,,10,0,0,2,1
E07000133,Melton,,4,,2,1,1,0,,1,1,0,0,,1,0,0,0,0
E07000187,Mendip,,60,,31,28,0,3,,24,0,20,4,,2,1,0,0,2
E09000024,Merton,,91,,54,44,8,2,,16,0,10,6,,13,8,0,0,0
E07000042,Mid Devon,,16,,6,5,1,0,,10,4,4,2,,0,0,0,0,0
E07000203,Mid Suffolk,,26,,3,3,0,0,,20,12,4,4,,1,1,0,1,0
E07000228,Mid Sussex,,17,,12,11,1,0,,4,0,3,1,,1,0,0,0,0
E06000002,Middlesbrough,,89,,12,12,0,0,,71,0,32,39,,5,1,0,0,0
E06000042,Milton Keynes,,44,,22,19,3,0,,12,6,0,6,,5,1,1,1,2
E07000210,Mole Valley,,33,,15,14,0,1,,13,2,10,1,,3,2,0,0,0
E07000091,New Forest,,75,,55,46,1,8,,16,8,6,2,,2,0,0,1,1
E07000175,Newark and Sherwood,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E08000021,Newcastle on Tyne,,55,,14,14,0,0,,38,31,5,2,,3,0,0,0,0
E07000195,Newcastle under Lyme,,44,,4,4,0,0,,39,7,31,1,,0,0,0,0,1
E09000025,Newham,,37,,23,23,0,0,,3,0,2,1,,3,0,1,0,7
E07000043,North Devon,,98,,55,46,3,6,,34,0,23,11,,4,1,0,4,0
E07000038,North East Derbyshire,,34,,6,6,0,0,,21,14,6,1,,3,2,0,0,2
E06000012,North East Lincolnshire,,69,,29,28,1,0,,38,0,22,16,,0,0,0,2,0
E07000099,North Hertfordshire,,37,,12,10,1,1,,21,0,21,0,,3,0,0,0,1
E07000139,North Kesteven,,23,,8,8,0,0,,11,7,2,2,,1,0,1,1,1
E06000013,North Lincolnshire,,25,,8,8,0,0,,14,0,10,4,,0,0,1,1,1
E07000147,North Norfolk,,13,,8,8,0,0,,4,0,4,0,,0,1,0,0,0
E06000024,North Somerset,,91,,51,40,7,4,,35,0,25,10,,4,0,0,1,0
E08000022,North Tyneside,,42,,8,8,0,0,,27,17,4,6,,4,2,0,1,0
E07000218,North Warwickshire,,2,,2,2,0,0,,0,0,0,0,,0,0,0,0,0
E07000134,North West Leicestershire,,25,,6,6,0,0,,12,7,3,2,,6,0,1,0,0
E07000154,Northampton,,127,,51,48,3,0,,57,35,11,11,,12,3,1,3,0
E06000057,Northumberland,,59,,7,6,1,0,,50,32,15,3,,0,0,1,0,1
E07000148,Norwich,,49,,15,14,0,1,,32,22,8,2,,1,1,0,0,0
E06000018,Nottingham,,75,,41,32,6,3,,13,5,3,5,,11,3,3,3,1
E07000219,Nuneaton and Bedworth,,61,,29,27,2,0,,23,15,5,3,,6,1,1,1,0
E07000135,Oadby and Wigston,,4,,2,2,0,0,,2,2,0,0,,0,0,0,0,0
E08000004,Oldham,,47,,16,14,2,0,,28,3,12,13,,0,1,0,1,1
E07000178,Oxford,,26,,15,12,3,0,,4,3,1,0,,5,1,0,0,1
E07000122,Pendle,,21,,8,7,1,0,,12,2,9,1,,0,0,0,0,1
E06000031,Peterborough,,29,,15,9,6,0,,9,0,7,2,,0,3,0,2,0
E06000026,Plymouth,,53,,30,24,6,0,,11,1,6,4,,7,1,1,1,2
E06000044,Portsmouth,,39,,16,14,1,1,,6,3,1,2,,4,11,0,2,0
E07000123,Preston,,51,,10,8,1,1,,36,0,30,6,,2,1,0,2,0
E06000038,Reading,,41,,27,20,5,2,,9,6,1,2,,5,0,0,0,0
E09000026,Redbridge,,15,,9,9,0,0,,3,2,0,1,,2,1,0,0,0
E06000003,Redcar and Cleveland,,20,,2,2,0,0,,18,0,18,0,,0,0,0,0,0
E07000236,Redditch,,23,,8,6,2,0,,13,10,1,2,,0,0,1,1,0
E07000211,Reigate and Banstead,,60,,43,40,1,2,,12,0,7,5,,4,0,0,0,1
E07000124,Ribble Valley,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0
E09000027,Richmond upon Thames,,21,,14,13,0,1,,1,0,1,0,,4,1,1,0,0
E07000166,Richmondshire,,5,,2,2,0,0,,2,1,0,1,,0,1,0,0,0
E08000005,Rochdale,,89,,13,9,4,0,,69,0,60,9,,3,1,0,0,3
E07000075,Rochford,,19,,8,8,0,0,,9,0,7,2,,2,0,0,0,0
E07000125,Rossendale,,91,,29,27,2,0,,54,0,38,16,,6,0,0,1,1
E07000064,Rother,,14,,7,5,0,2,,3,1,2,0,,2,0,1,1,0
E08000018,Rotherham,,90,,19,17,2,0,,58,34,9,15,,11,1,0,1,0
E07000220,Rugby,,12,,2,1,1,0,,9,3,4,2,,1,0,0,0,0
E07000212,Runnymede,,10,,6,6,0,0,,3,1,0,2,,1,0,0,0,0
E07000176,Rushcliffe,,43,,9,9,0,0,,32,1,30,1,,1,0,1,0,0
E07000092,Rushmoor,,21,,11,10,0,1,,7,0,6,1,,3,0,0,0,0
E06000017,Rutland,,11,,2,2,0,0,,4,0,2,2,,2,1,0,1,1
E07000167,Ryedale,,16,,4,4,0,0,,11,1,8,2,,0,0,0,1,0
E08000006,Salford,,49,,7,6,1,0,,39,3,35,1,,1,0,2,0,0
E08000028,Sandwell,,82,,17,8,9,0,,53,29,1,23,,6,1,0,3,2
E07000168,Scarborough,,51,,38,31,4,3,,9,0,2,7,,1,2,0,1,0
E07000188,Sedgemoor,,59,,24,24,0,0,,26,1,11,14,,6,1,1,1,0
E08000014,Sefton,,22,,7,6,0,1,,13,0,13,0,,1,0,0,1,0
E07000169,Selby,,18,,9,8,1,0,,8,2,3,3,,0,0,0,0,1
E07000111,Sevenoaks,,23,,5,5,0,0,,11,0,8,3,,5,0,0,1,1
E08000019,Sheffield,,19,,11,10,1,0,,5,1,1,3,,2,1,0,0,0
E06000051,Shropshire,,23,,9,9,0,0,,12,0,10,2,,1,0,0,1,0
E06000039,Slough,,68,,53,46,7,0,,7,2,3,2,,2,0,0,2,4
E08000029,Solihull,,54,,13,13,0,0,,30,18,1,11,,10,0,1,0,0
E07000246,Somerset West and Taunton,,22,,10,8,2,0,,7,2,2,3,,3,0,1,1,0
E07000012,South Cambridgeshire,,28,,12,6,3,3,,14,8,6,0,,1,0,0,1,0
E07000039,South Derbyshire,,15,,5,3,1,1,,9,1,6,2,,0,1,0,0,0
E06000025,South Gloucestershire,,127,,33,29,4,0,,71,0,59,12,,18,3,0,2,0
E07000044,South Hams,,58,,20,17,2,1,,33,0,29,4,,3,2,0,0,0
E07000140,South Holland,,16,,8,6,2,0,,7,5,2,0,,1,0,0,0,0
E07000141,South Kesteven,,15,,4,3,1,0,,10,9,1,0,,1,0,0,0,0
E07000031,South Lakeland,,12,,7,6,0,1,,5,0,5,0,,0,0,0,0,0
E07000149,South Norfolk,,5,,1,0,1,0,,4,0,4,0,,0,0,0,0,0
E07000155,South Northamptonshire,,28,,7,7,0,0,,18,0,18,0,,3,0,0,0,0
E07000179,South Oxfordshire,,49,,15,11,3,1,,20,0,16,4,,7,4,0,3,0
E07000126,South Ribble,,73,,17,16,1,0,,43,0,36,7,,8,2,3,0,0
E07000189,South Somerset,,10,,5,4,1,0,,5,0,4,1,,0,0,0,0,0
E07000196,South Staffordshire,,2,,0,0,0,0,,1,0,1,0,,0,0,1,0,0
E08000023,South Tyneside,,89,,8,6,2,0,,77,58,13,6,,4,0,0,0,0
E06000045,Southampton,,69,,32,23,8,1,,36,29,5,2,,1,0,0,0,0
E06000033,Southend-on-Sea,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E09000028,Southwark,,151,,50,33,16,1,,51,37,14,0,,4,2,0,3,41
E07000213,Spelthorne,,36,,18,18,0,0,,12,1,8,3,,3,0,0,2,1
E07000240,St Albans,,20,,12,10,2,0,,4,2,1,1,,3,0,0,1,0
E08000013,St. Helens,,67,,8,8,0,0,,51,0,41,10,,5,0,0,1,2
E07000197,Stafford,,8,,1,1,0,0,,7,0,3,4,,0,0,0,0,0
E07000198,Staffordshire Moorlands,,21,,11,10,1,0,,10,1,9,0,,0,0,0,0,0
E07000243,Stevenage,,24,,10,6,4,0,,8,2,4,2,,6,0,0,0,0
E08000007,Stockport,,96,,19,18,1,0,,27,24,3,0,,35,12,1,1,1
E06000004,Stockton-on-Tees,,320,,93,93,0,0,,117,0,91,26,,66,33,8,1,2
E06000021,Stoke-on-Trent,,90,,21,21,0,0,,58,39,8,11,,4,3,1,3,0
E07000221,Stratford-on-Avon,,46,,4,4,0,0,,38,0,37,1,,1,1,0,2,0
E07000082,Stroud,,25,,11,11,0,0,,14,3,9,2,,0,0,0,0,0
E08000024,Sunderland,,52,,4,4,0,0,,45,1,38,6,,1,1,0,0,1
E07000214,Surrey Heath,,23,,22,22,0,0,,1,0,0,1,,0,0,0,0,0
E09000029,Sutton,,54,,32,29,2,1,,4,2,0,2,,15,1,0,2,0
E07000113,Swale,,50,,20,19,1,0,,21,0,19,2,,6,1,1,1,0
E06000030,Swindon,,46,,21,19,1,1,,14,7,3,4,,2,2,0,6,1
E08000008,Tameside,,51,,14,10,4,0,,19,0,12,7,,7,7,1,3,0
E07000199,Tamworth,,28,,4,4,0,0,,16,5,2,9,,7,0,0,1,0
E07000215,Tandridge,,13,,10,10,0,0,,2,0,0,2,,0,0,0,0,1
E07000045,Teignbridge,,135,,64,52,9,3,,49,4,19,26,,11,3,6,1,1
E06000020,Telford and Wrekin,,42,,22,16,6,0,,16,0,12,4,,1,1,0,0,2
E07000076,Tendring,,39,,29,28,1,0,,6,3,0,3,,3,0,1,0,0
E07000093,Test Valley,,40,,18,16,2,0,,11,0,6,5,,4,1,1,0,5
E07000083,Tewkesbury,,27,,8,7,0,1,,18,0,17,1,,0,0,1,0,0
E07000114,Thanet,,91,,69,61,4,4,,14,3,5,6,,5,3,0,0,0
E07000102,Three Rivers,,31,,8,6,1,1,,13,0,10,3,,8,0,0,2,0
E06000034,Thurrock,,20,,10,9,1,0,,4,4,0,0,,4,1,0,1,0
E07000115,Tonbridge and Malling,,7,,3,3,0,0,,3,0,3,0,,1,0,0,0,0
E06000027,Torbay,,21,,15,14,1,0,,4,0,3,1,,0,0,0,0,2
E07000046,Torridge,,29,,15,15,0,0,,11,0,10,1,,0,0,0,3,0
E09000030,Tower Hamlets,,105,,63,58,5,0,,34,0,31,3,,6,0,0,1,1
E08000009,Trafford,,48,,21,19,2,0,,17,0,17,0,,7,0,1,2,0
E07000116,Tunbridge Wells,,37,,23,21,2,0,,11,0,2,9,,2,0,0,0,1
E07000077,Uttlesford,,6,,2,2,0,0,,4,1,2,1,,0,0,0,0,0
E07000180,Vale of White Horse,,67,,16,15,0,1,,39,1,37,1,,5,6,0,1,0
E08000036,Wakefield,,133,,43,18,25,0,,80,0,75,5,,7,1,1,1,0
E08000030,Walsall,,75,,16,14,2,0,,52,3,27,22,,3,1,0,0,3
E09000031,Waltham Forest,,97,,52,42,10,0,,13,2,3,8,,23,5,1,3,0
E09000032,Wandsworth,,30,,14,11,2,1,,1,0,1,0,,9,2,1,2,1
E06000007,Warrington,,118,,18,17,0,1,,82,1,68,13,,7,1,1,4,5
E07000222,Warwick,,18,,4,1,2,1,,13,7,3,3,,1,0,0,0,0
E07000103,Watford,,6,,2,2,0,0,,2,1,1,0,,1,1,0,0,0
E07000216,Waverley,,24,,16,16,0,0,,4,1,2,1,,1,1,1,1,0
E07000065,Wealden,,34,,20,18,1,1,,13,6,6,1,,1,0,0,0,0
E07000156,Wellingborough,,15,,6,5,1,0,,6,0,4,2,,3,0,0,0,0
E07000241,Welwyn Hatfield,,31,,12,10,2,0,,14,6,1,7,,3,1,0,1,0
