"Table  P2 - Number of households whose prevention duty ended by type of accommodation securedEngland, October to December 2020",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19
E07000085,East Hampshire,,38,,15,11,3,1,,19,0,18,1,,3,0,0,1,0
E07000242,East Hertfordshire,,18,,7,5,2,0,,11,1,7,3,,0,0,0,0,0
E07000137,East Lindsey,,62,,23,20,3,0,,33,0,29,4,,4,1,0,1,0
E07000152,East Northamptonshire,,19,,0,0,0,0,,18,3,13,2,,1,0,0,0,0
E06000011,East Riding of Yorkshire,,11,,5,5,0,0,,6,2,2,2,,0,0,0,0,0
E07000193,East Staffordshire,,11,,1,1,0,0,,10,5,5,0,,0,0,0,0,0
E07000244,East Suffolk,,70,,19,17,1,1,,47,6,29,12,,1,1,0,1,1
E07000061,Eastbourne,,21,,16,14,2,0,,4,3,0,1,,1,0,0,0,0
E07000086,Eastleigh,,29,,16,10,5,1,,6,0,2,4,,6,0,0,1,0
E07000030,Eden,,10,,6,6,0,0,,4,0,3,1,,0,0,0,0,0
E07000207,Elmbridge,,27,,15,11,4,0,,5,0,3,2,,3,0,0,0,4
E09000010,Enfield,,145,,96,88,8,0,,5,2,1,2,,31,2,0,5,6
E07000072,Epping Forest,,12,,7,5,1,1,,2,1,0,1,,2,0,0,0,1
E07000208,Epsom and Ewell,,19,,14,11,3,0,,3,0,2,1,,1,0,0,1,0
E07000036,Erewash,,23,,5,5,0,0,,16,0,10,6,,1,0,0,0,1
E07000041,Exeter,,84,,24,20,3,1,,41,11,17,13,,14,3,0,1,1
E07000087,Fareham,,11,,4,4,0,0,,7,3,4,0,,0,0,0,0,0
E07000010,Fenland,,18,,7,7,0,0,,10,0,8,2,,1,0,0,0,0
E07000112,Folkestone and Hythe,,10,,6,6,0,0,,3,2,1,0,,1,0,0,0,0
E07000080,Forest of Dean,,21,,7,6,1,0,,14,0,12,2,,0,0,0,0,0
E07000119,Fylde,,9,,3,3,0,0,,6,0,6,0,,0,0,0,0,0
E08000037,Gateshead,,203,,50,49,1,0,,138,100,24,14,,10,1,2,0,2
E07000173,Gedling,,32,,17,14,2,1,,15,0,12,3,,0,0,0,0,0
E07000081,Gloucester,,34,,15,12,2,1,,19,2,14,3,,0,0,0,0,0
E07000088,Gosport,,37,,23,19,3,1,,12,7,5,0,,1,0,0,1,0
E07000109,Gravesham,,41,,23,19,3,1,,11,3,0,8,,5,1,0,0,1
E07000145,Great Yarmouth,,54,,16,11,5,0,,32,23,6,3,,1,0,2,0,3
E09000011,Greenwich,,134,,45,37,5,3,,37,25,8,4,,5,3,0,2,42
E07000209,Guildford,,50,,36,32,4,0,,13,5,2,6,,0,1,0,0,0
E09000012,Hackney,,89,,45,39,4,2,,21,4,11,6,,14,3,0,6,0
E06000006,Halton,,50,,6,4,2,0,,36,0,35,1,,5,2,0,1,0
E07000164,Hambleton,,3,,1,1,0,0,,1,0,1,0,,0,0,0,1,0
E09000013,Hammersmith and Fulham,,52,,40,33,6,1,,7,2,3,2,,3,0,0,1,1
E07000131,Harborough,,10,,0,0,0,0,,9,0,9,0,,1,0,0,0,0
E09000014,Haringey,,234,,151,120,29,2,,46,8,12,26,,16,4,0,15,2
E07000073,Harlow,,2,,1,0,1,0,,0,0,0,0,,0,0,0,0,1
E07000165,Harrogate,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E09000015,Harrow,,35,,30,30,0,0,,1,0,0,1,,2,0,0,2,0
E07000089,Hart,,12,,11,9,2,0,,1,0,0,1,,0,0,0,0,0
E06000001,Hartlepool,,48,,8,8,0,0,,27,4,22,1,,11,1,0,1,0
E07000062,Hastings,,42,,20,19,1,0,,16,0,8,8,,3,0,3,0,0
E07000090,Havant,,60,,22,19,1,2,,21,2,8,11,,8,1,0,8,0
E09000016,Havering,,108,,80,70,9,1,,6,6,0,0,,18,2,1,1,0
E06000019,"Herefordshire, County of",,45,,7,6,1,0,,24,0,22,2,,9,2,0,3,0
E07000098,Hertsmere,,7,,4,4,0,0,,2,1,0,1,,1,0,0,0,0
E07000037,High Peak,,47,,22,20,2,0,,13,4,5,4,,8,1,1,1,1
E09000017,Hillingdon,,163,,74,66,8,0,,46,17,2,27,,36,2,3,2,0
E07000132,Hinckley and Bosworth,,13,,3,2,0,1,,6,2,2,2,,1,0,0,3,0
E07000227,Horsham,,42,,15,13,0,2,,25,0,25,0,,1,1,0,0,0
E09000018,Hounslow,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E07000011,Huntingdonshire,,96,,20,18,1,1,,64,2,49,13,,6,2,1,0,3
E07000120,Hyndburn,,8,,3,3,0,0,,5,0,5,0,,0,0,0,0,0
E07000202,Ipswich,,161,,74,44,28,2,,45,9,13,23,,30,7,1,1,3
E06000046,Isle of Wight,,50,,29,24,1,4,,15,1,4,10,,4,0,0,2,0
E06000053,Isles of Scilly,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0
E09000019,Islington,,157,,41,34,2,5,,70,8,5,57,,27,13,0,2,4
E09000020,Kensington and Chelsea,,62,,32,27,5,0,,11,0,3,8,,5,0,0,6,8
E07000153,Kettering,,33,,9,8,1,0,,22,14,7,1,,1,0,1,0,0
E07000146,King's Lynn and West Norfolk,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E06000010,"Kingston upon Hull, City of",,92,,19,17,2,0,,68,44,10,14,,2,0,1,0,2
E09000021,Kingston upon Thames,,41,,24,22,2,0,,1,0,0,1,,4,1,0,2,9
E08000034,Kirklees,,200,,34,32,2,0,,147,92,12,43,,7,10,0,1,1
E08000011,Knowsley,,114,,24,21,3,0,,58,1,44,13,,21,6,2,2,1
E09000022,Lambeth,,310,,165,160,5,0,,84,61,14,9,,37,5,2,14,3
E07000121,Lancaster,,..,,..,..,..,..,,..,..,..,..,,..,..,..,..,..
E08000035,Leeds,,1077,,237,214,13,10,,205,79,8,118,,395,203,15,5,17
E06000016,Leicester,,238,,77,73,4,0,,64,39,16,9,,70,23,0,2,2
E07000063,Lewes,,8,,6,5,1,0,,2,1,0,1,,0,0,0,0,0
E09000023,Lewisham,,179,,88,70,14,4,,37,10,7,20,,30,5,0,12,7
E07000194,Lichfield,,40,,21,19,1,1,,4,0,4,0,,0,0,15,0,0
E07000138,Lincoln,,25,,4,4,0,0,,18,17,0,1,,3,0,0,0,0
E08000012,Liverpool,,41,,12,11,1,0,,28,1,22,5,,0,0,0,0,1
E06000032,Luton,,100,,53,50,1,2,,34,18,7,9,,10,2,1,0,0
E07000110,Maidstone,,152,,33,28,3,2,,94,0,73,21,,18,6,0,1,0
E07000074,Maldon,,17,,6,5,1,0,,7,3,4,0,,2,0,0,2,0
E07000235,Malvern Hills,,17,,2,2,0,0,,13,0,12,1,,1,1,0,0,0
E08000003,Manchester,,203,,162,139,22,1,,23,4,8,11,,12,2,0,2,2
E07000174,Mansfield,,5,,2,1,1,0,,2,0,2,0,,0,0,0,0,1
E06000035,Medway,,113,,76,61,14,1,,24,4,13,7,,7,1,1,3,1
E07000133,Melton,,6,,1,1,0,0,,0,0,0,0,,2,1,0,0,2
E07000187,Mendip,,57,,26,24,0,2,,22,0,20,2,,6,0,0,2,1
E09000024,Merton,,78,,30,25,1,4,,26,0,21,5,,12,5,0,4,1
E07000042,Mid Devon,,20,,6,6,0,0,,14,7,5,2,,0,0,0,0,0
E07000203,Mid Suffolk,,31,,7,6,1,0,,14,7,6,1,,4,3,0,3,0
E07000228,Mid Sussex,,31,,8,7,0,1,,20,0,17,3,,2,0,0,1,0
E06000002,Middlesbrough,,91,,16,15,0,1,,62,0,37,25,,7,2,1,1,2
E06000042,Milton Keynes,,33,,17,15,2,0,,7,0,3,4,,4,0,0,1,4
E07000210,Mole Valley,,19,,10,8,1,1,,9,1,4,4,,0,0,0,0,0
E07000091,New Forest,,57,,46,37,3,6,,9,6,2,1,,0,1,0,0,1
E07000175,Newark and Sherwood,,16,,7,7,0,0,,9,2,3,4,,0,0,0,0,0
E08000021,Newcastle on Tyne,,69,,12,12,0,0,,53,40,6,7,,2,2,0,0,0
E07000195,Newcastle under Lyme,,36,,1,1,0,0,,33,6,25,2,,0,0,0,1,1
E09000025,Newham,,80,,57,49,7,1,,4,2,1,1,,9,0,0,4,6
E07000043,North Devon,,61,,34,32,1,1,,19,0,12,7,,4,0,0,2,2
E07000038,North East Derbyshire,,36,,4,3,1,0,,28,22,6,0,,2,2,0,0,0
E06000012,North East Lincolnshire,,55,,27,27,0,0,,27,0,8,19,,0,0,0,1,0
E07000099,North Hertfordshire,,46,,15,12,1,2,,27,2,23,2,,2,0,0,0,2
E07000139,North Kesteven,,22,,7,6,1,0,,13,8,4,1,,1,0,1,0,0
E06000013,North Lincolnshire,,37,,6,5,0,1,,27,2,19,6,,3,0,0,0,1
E07000147,North Norfolk,,17,,5,5,0,0,,12,0,9,3,,0,0,0,0,0
E06000024,North Somerset,,101,,45,39,6,0,,54,0,50,4,,1,1,0,0,0
E08000022,North Tyneside,,54,,7,6,1,0,,41,27,7,7,,3,1,1,0,1
E07000218,North Warwickshire,,4,,0,0,0,0,,1,0,1,0,,1,1,0,0,1
E07000134,North West Leicestershire,,9,,0,0,0,0,,7,1,5,1,,1,0,1,0,0
E07000154,Northampton,,123,,45,37,7,1,,51,23,21,7,,15,3,1,6,2
E06000057,Northumberland,,68,,12,11,0,1,,54,35,16,3,,1,0,0,1,0
E07000148,Norwich,,73,,29,22,6,1,,44,29,8,7,,0,0,0,0,0
E06000018,Nottingham,,129,,38,25,11,2,,60,46,1,13,,21,4,1,5,0
E07000219,Nuneaton and Bedworth,,64,,23,22,1,0,,34,25,6,3,,5,1,0,0,1
E07000135,Oadby and Wigston,,1,,1,0,1,0,,0,0,0,0,,0,0,0,0,0
E08000004,Oldham,,76,,34,29,5,0,,31,4,8,19,,3,2,2,3,1
E07000178,Oxford,,33,,19,14,4,1,,6,3,0,3,,1,2,0,0,5
E07000122,Pendle,,14,,5,4,1,0,,9,2,5,2,,0,0,0,0,0
E06000031,Peterborough,,18,,9,6,3,0,,7,0,5,2,,2,0,0,0,0
E06000026,Plymouth,,48,,27,23,3,1,,15,3,12,0,,3,0,1,2,0
E06000044,Portsmouth,,49,,20,19,0,1,,6,1,2,3,,1,15,1,6,0
E07000123,Preston,,71,,16,13,3,0,,52,0,43,9,,0,0,0,0,3
E06000038,Reading,,56,,33,31,2,0,,17,1,6,10,,6,0,0,0,0
E09000026,Redbridge,,10,,9,8,1,0,,0,0,0,0,,1,0,0,0,0
E06000003,Redcar and Cleveland,,33,,4,3,1,0,,29,0,28,1,,0,0,0,0,0
E07000236,Redditch,,22,,5,5,0,0,,16,8,5,3,,0,0,0,1,0
E07000211,Reigate and Banstead,,58,,36,29,6,1,,15,0,9,6,,3,3,0,1,0
E07000124,Ribble Valley,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0
E09000027,Richmond upon Thames,,18,,8,5,2,1,,1,0,1,0,,9,0,0,0,0
E07000166,Richmondshire,,6,,3,3,0,0,,3,2,0,1,,0,0,0,0,0
E08000005,Rochdale,,88,,13,9,2,2,,72,0,67,5,,2,0,0,0,1
E07000075,Rochford,,14,,6,5,1,0,,7,0,7,0,,0,0,0,0,1
E07000125,Rossendale,,70,,21,19,2,0,,39,0,26,13,,4,0,1,1,4
E07000064,Rother,,13,,8,8,0,0,,3,0,0,3,,2,0,0,0,0
E08000018,Rotherham,,62,,17,16,1,0,,43,28,5,10,,2,0,0,0,0
E07000220,Rugby,,11,,3,3,0,0,,8,2,5,1,,0,0,0,0,0
E07000212,Runnymede,,17,,13,9,4,0,,1,1,0,0,,2,0,0,1,0
E07000176,Rushcliffe,,35,,8,7,1,0,,26,0,23,3,,0,0,1,0,0
E07000092,Rushmoor,,38,,15,10,4,1,,16,0,16,0,,4,2,0,1,0
E06000017,Rutland,,10,,2,2,0,0,,6,0,6,0,,2,0,0,0,0
E07000167,Ryedale,,18,,4,4,0,0,,12,0,11,1,,0,0,0,2,0
E08000006,Salford,,54,,15,14,1,0,,36,0,36,0,,2,0,1,0,0
E08000028,Sandwell,,92,,14,10,4,0,,52,34,5,13,,13,2,0,11,0
E07000168,Scarborough,,42,,31,28,3,0,,7,0,3,4,,4,0,0,0,0
E07000188,Sedgemoor,,31,,13,12,1,0,,15,0,2,13,,1,0,0,2,0
E08000014,Sefton,,18,,6,6,0,0,,11,0,7,4,,1,0,0,0,0
E07000169,Selby,,11,,3,3,0,0,,7,2,2,3,,1,0,0,0,0
E07000111,Sevenoaks,,13,,4,4,0,0,,5,1,4,0,,3,0,0,1,0
E08000019,Sheffield,,28,,11,10,1,0,,15,3,6,6,,2,0,0,0,0
E06000051,Shropshire,,35,,12,10,0,2,,20,0,18,2,,1,0,2,0,0
E06000039,Slough,,36,,23,19,4,0,,7,2,0,5,,4,0,0,1,1
E08000029,Solihull,,37,,10,8,2,0,,18,6,6,6,,8,1,0,0,0
E07000246,Somerset West and Taunton,,26,,6,5,0,1,,14,3,5,6,,3,0,0,3,0
E07000012,South Cambridgeshire,,22,,2,1,1,0,,18,14,4,0,,0,0,0,1,1
E07000039,South Derbyshire,,12,,4,4,0,0,,8,4,4,0,,0,0,0,0,0
E06000025,South Gloucestershire,,149,,36,29,5,2,,91,1,73,17,,16,1,3,2,0
E07000044,South Hams,,95,,44,41,2,1,,42,0,41,1,,4,1,3,1,0
E07000140,South Holland,,21,,9,7,2,0,,11,6,4,1,,1,0,0,0,0
E07000141,South Kesteven,,10,,1,0,1,0,,7,5,2,0,,0,0,1,0,1
E07000031,South Lakeland,,10,,3,2,0,1,,7,0,7,0,,0,0,0,0,0
E07000149,South Norfolk,,8,,4,3,0,1,,3,0,3,0,,1,0,0,0,0
E07000155,South Northamptonshire,,19,,6,6,0,0,,11,1,10,0,,1,1,0,0,0
E07000179,South Oxfordshire,,52,,24,15,5,4,,18,0,16,2,,6,1,2,0,1
E07000126,South Ribble,,98,,25,24,1,0,,60,0,55,5,,8,3,1,0,1
E07000189,South Somerset,,18,,8,7,1,0,,7,0,6,1,,2,0,0,0,1
E07000196,South Staffordshire,,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0
E08000023,South Tyneside,,110,,7,7,0,0,,97,71,17,9,,3,1,0,2,0
E06000045,Southampton,,47,,23,20,3,0,,20,10,4,6,,3,0,0,1,0
E06000033,Southend-on-Sea,,58,,24,18,6,0,,22,8,0,14,,10,1,1,0,0
E09000028,Southwark,,130,,52,42,9,1,,38,20,14,4,,7,4,2,12,15
E07000213,Spelthorne,,46,,30,22,8,0,,13,0,8,5,,0,2,0,1,0
E07000240,St Albans,,15,,10,7,3,0,,4,2,1,1,,0,0,0,1,0
E08000013,St. Helens,,52,,8,8,0,0,,44,0,37,7,,0,0,0,0,0
E07000197,Stafford,,9,,2,2,0,0,,6,0,4,2,,0,0,1,0,0
E07000198,Staffordshire Moorlands,,17,,9,9,0,0,,4,0,3,1,,3,0,1,0,0
E07000243,Stevenage,,17,,12,6,6,0,,3,2,0,1,,1,0,0,0,1
E08000007,Stockport,,91,,21,18,3,0,,22,16,5,1,,35,7,0,4,2
E06000004,Stockton-on-Tees,,285,,95,94,0,1,,103,0,84,19,,51,22,4,0,10
E06000021,Stoke-on-Trent,,102,,24,22,2,0,,73,51,11,11,,2,0,0,2,1
E07000221,Stratford-on-Avon,,41,,5,4,1,0,,34,0,33,1,,0,1,0,1,0
E07000082,Stroud,,12,,6,4,1,1,,6,5,1,0,,0,0,0,0,0
E08000024,Sunderland,,49,,13,12,1,0,,30,0,26,4,,4,1,0,1,0
E07000214,Surrey Heath,,3,,1,1,0,0,,2,0,1,1,,0,0,0,0,0
E09000029,Sutton,,75,,59,44,9,6,,3,2,0,1,,10,2,0,1,0
E07000113,Swale,,61,,25,22,3,0,,23,0,19,4,,8,0,2,2,1
E06000030,Swindon,,29,,17,16,1,0,,7,4,1,2,,3,0,0,2,0
E08000008,Tameside,,66,,17,12,4,1,,26,0,15,11,,13,4,5,1,0
E07000199,Tamworth,,22,,7,4,3,0,,14,9,1,4,,1,0,0,0,0
E07000215,Tandridge,,21,,16,15,0,1,,3,0,2,1,,0,0,1,1,0
E07000045,Teignbridge,,140,,56,44,8,4,,63,6,33,24,,11,3,5,2,0
E06000020,Telford and Wrekin,,67,,31,21,9,1,,34,0,28,6,,0,0,1,0,1
E07000076,Tendring,,48,,37,36,1,0,,10,6,3,1,,1,0,0,0,0
E07000093,Test Valley,,57,,22,14,6,2,,20,1,15,4,,4,2,0,1,8
E07000083,Tewkesbury,,20,,10,10,0,0,,10,0,8,2,,0,0,0,0,0
E07000114,Thanet,,81,,62,57,2,3,,16,8,6,2,,0,1,0,1,1
E07000102,Three Rivers,,34,,16,12,3,1,,7,0,3,4,,8,1,1,1,0
E06000034,Thurrock,,26,,17,14,3,0,,2,1,0,1,,5,0,1,0,1
E07000115,Tonbridge and Malling,,10,,4,3,1,0,,6,1,2,3,,0,0,0,0,0
E06000027,Torbay,,40,,28,27,1,0,,8,0,7,1,,4,0,0,0,0
E07000046,Torridge,,45,,19,18,0,1,,21,0,19,2,,1,0,0,4,0
E09000030,Tower Hamlets,,120,,55,38,14,3,,49,1,45,3,,12,2,0,1,1
E08000009,Trafford,,42,,17,15,1,1,,16,0,10,6,,5,1,0,3,0
E07000116,Tunbridge Wells,,33,,17,13,4,0,,13,4,3,6,,0,0,0,2,1
E07000077,Uttlesford,,7,,5,3,1,1,,2,0,1,1,,0,0,0,0,0
E07000180,Vale of White Horse,,52,,16,10,3,3,,25,0,22,3,,7,3,0,1,0
E08000036,Wakefield,,147,,50,22,28,0,,91,1,83,7,,3,1,1,0,1
E08000030,Walsall,,69,,12,8,4,0,,52,3,27,22,,3,1,0,0,1
E09000031,Waltham Forest,,105,,63,53,7,3,,6,1,2,3,,28,7,0,0,1
E09000032,Wandsworth,,51,,24,21,1,2,,4,1,2,1,,13,3,0,5,2
E06000007,Warrington,,96,,17,15,2,0,,71,0,56,15,,1,1,1,1,4
E07000222,Warwick,,14,,6,4,2,0,,7,1,4,2,,1,0,0,0,0
E07000103,Watford,,13,,5,3,1,1,,3,1,0,2,,3,1,0,1,0
E07000216,Waverley,,29,,21,20,1,0,,3,2,0,1,,2,0,0,3,0
E07000065,Wealden,,48,,19,16,1,2,,27,6,20,1,,0,0,0,1,1
E07000156,Wellingborough,,11,,5,4,1,0,,5,0,2,3,,1,0,0,0,0
E07000241,Welwyn Hatfield,,35,,12,10,2,0,,19,5,4,10,,1,2,0,1,0
